Año;"Camion
Gasolina";"Camion
Gas-oil";"Camion
Otros";"Furgoneta
Gasolina";"Furgoneta
Gas-oil";"Furgoneta
Otros";"Autobuses
Gasolina";"Autobuses
Gas-oil";"Autobuses
Otros";"Turismos
Gasolina";"Turismos
Gas-oil";"Turismos
Otros";"Motocicletas
Gasolina";"Motocicletas
Gas-oil";"Motocicletas
Otros";"Tractor
Gasolina";"Tractor
Gas-oil";"Tractor
Otros";"Otros
Vehiculos
Gasolina";"Otros
Vehiculos
Gas-oil";"Otros
Vehiculos
Otros"
2018;5240;253587;1831;49470;340708;4103;41;9327;1672;1579260;2150688;29954;360886;527;3024;0;27669;0;10748;25287;2303
